ID,Gene,Annotation
NP_852120,MRPL55,"Chr_10	AUGUSTUS	gene	4726640	4729969	.	-	.	ID=Marm_04768;blast_id=""sp|Q7Z7F7|RM55_HUMAN"";interproscan_id=""IPR018615"";eggnog_id=""ribosomal_protein_L55"""
NP_852121,MRPL55,"Chr_10	AUGUSTUS	gene	4726640	4729969	.	-	.	ID=Marm_04768;blast_id=""sp|Q7Z7F7|RM55_HUMAN"";interproscan_id=""IPR018615"";eggnog_id=""ribosomal_protein_L55"""
NP_852127,MRPL55,"Chr_10	AUGUSTUS	gene	4726640	4729969	.	-	.	ID=Marm_04768;blast_id=""sp|Q7Z7F7|RM55_HUMAN"";interproscan_id=""IPR018615"";eggnog_id=""ribosomal_protein_L55"""
NP_852128,MRPL55,"Chr_10	AUGUSTUS	gene	4726640	4729969	.	-	.	ID=Marm_04768;blast_id=""sp|Q7Z7F7|RM55_HUMAN"";interproscan_id=""IPR018615"";eggnog_id=""ribosomal_protein_L55"""
NP_852129,MRPL55,"Chr_10	AUGUSTUS	gene	4726640	4729969	.	-	.	ID=Marm_04768;blast_id=""sp|Q7Z7F7|RM55_HUMAN"";interproscan_id=""IPR018615"";eggnog_id=""ribosomal_protein_L55"""
NP_852130,MRPL55,"Chr_10	AUGUSTUS	gene	4726640	4729969	.	-	.	ID=Marm_04768;blast_id=""sp|Q7Z7F7|RM55_HUMAN"";interproscan_id=""IPR018615"";eggnog_id=""ribosomal_protein_L55"""
NP_852615,MRPL21,"Chr_5	AUGUSTUS	gene	99416766	99439506	.	-	.	ID=Marm_23749;blast_id=""sp|Q7Z2W9|RM21_HUMAN"";interproscan_id=""IPR028909"";eggnog_id=""structural_constituent_of_ribosome"""
NP_852616,MRPL21,"Chr_5	AUGUSTUS	gene	99416766	99439506	.	-	.	ID=Marm_23749;blast_id=""sp|Q7Z2W9|RM21_HUMAN"";interproscan_id=""IPR028909"";eggnog_id=""structural_constituent_of_ribosome"""
NP_859074,MICU3,"Chr_8	AUGUSTUS	gene	24071779	24112494	.	+	.	ID=Marm_27196;blast_id=""sp|Q86XE3|MICU3_HUMAN"";interproscan_id=""IPR039800"";eggnog_id=""calcium_ion_binding"""
NP_863654,ACOT7,"Chr_22	AUGUSTUS	gene	4206213	4247368	.	+	.	ID=Marm_15983;blast_id=""sp|O00154|BACH_HUMAN"";interproscan_id=""IPR040170"";eggnog_id=""palmitic_acid_biosynthetic_process"""
NP_863655,ACOT7,"Chr_22	AUGUSTUS	gene	4206213	4247368	.	+	.	ID=Marm_15983;blast_id=""sp|O00154|BACH_HUMAN"";interproscan_id=""IPR040170"";eggnog_id=""palmitic_acid_biosynthetic_process"""
NP_863656,ACOT7,"Chr_22	AUGUSTUS	gene	4206213	4247368	.	+	.	ID=Marm_15983;blast_id=""sp|O00154|BACH_HUMAN"";interproscan_id=""IPR040170"";eggnog_id=""palmitic_acid_biosynthetic_process"""
NP_872282,COQ6,"Chr_5	AUGUSTUS	gene	37019019	37034724	.	-	.	ID=Marm_23320;blast_id=""sp|Q9Y2Z9|COQ6_HUMAN"";interproscan_id=""IPR010971"";eggnog_id=""FAD-dependent_monooxygenase_required_for_the_C5-ring_hydroxylation_during_ubiquinone_biosynthesis._Catalyzes_the_hydroxylation_of_3-polyprenyl-4-hydroxybenzoic_acid_to_3-_polyprenyl-4,5-dihydroxybenzoic_acid._The_electrons_required_for_the_hydroxylation_reaction_may_be_funneled_indirectly_from_NADPH_via_a_ferredoxin_ferredoxin_reductase_system_to_COQ6"""
NP_872286,COQ6,"Chr_5	AUGUSTUS	gene	37019019	37034724	.	-	.	ID=Marm_23320;blast_id=""sp|Q9Y2Z9|COQ6_HUMAN"";interproscan_id=""IPR010971"";eggnog_id=""FAD-dependent_monooxygenase_required_for_the_C5-ring_hydroxylation_during_ubiquinone_biosynthesis._Catalyzes_the_hydroxylation_of_3-polyprenyl-4-hydroxybenzoic_acid_to_3-_polyprenyl-4,5-dihydroxybenzoic_acid._The_electrons_required_for_the_hydroxylation_reaction_may_be_funneled_indirectly_from_NADPH_via_a_ferredoxin_ferredoxin_reductase_system_to_COQ6"""
NP_872307,MTERF4,"Chr_4	AUGUSTUS	gene	72631693	72639819	.	+	.	ID=Marm_21045;blast_id=""sp|Q7Z6M4|MTEF4_HUMAN"";interproscan_id=""IPR038538"";eggnog_id=""mitochondrial_transcription"""
NP_872329,CMC1,Chr_10	AUGUSTUS	gene	45811320	45847463	.	+	.	ID=Marm_04473;
NP_872362,SLC25A45,"Chr_5	AUGUSTUS	gene	18401837	18408984	.	+	.	ID=Marm_22344;blast_id=""sp|Q8N8R3|MCATL_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""mitochondrial_L-ornithine_transmembrane_transport"""
NP_872384,THEM5,"Chr_19	AUGUSTUS	gene	1822968	1829967	.	+	.	ID=Marm_10224;blast_id=""sp|Q5T1C6|THEM4_HUMAN"";interproscan_id=""IPR029069"";eggnog_id=""Thioesterase_superfamily"""
NP_872423,ACSM2B,Chr_18	AUGUSTUS	gene	8649152	8669192	.	+	.	ID=Marm_09779;
NP_872578,MRPS9,Chr_1	AUGUSTUS	gene	193356287	193359927	.	-	.	ID=Marm_03414;
NP_872603,AADAT,"Chr_8	AUGUSTUS	gene	34744018	34801868	.	+	.	ID=Marm_27262;blast_id=""sp|Q8N5Z0|AADAT_HUMAN"";interproscan_id=""IPR015421"";eggnog_id=""2-aminoadipate_transaminase_activity"""
NP_877393,TXNRD1,"Chr_2	AUGUSTUS	gene	49121744	49155674	.	-	.	ID=Marm_13734;blast_id=""sp|Q86VQ6|TRXR3_HUMAN"";interproscan_id=""IPR001100"";eggnog_id=""selenate_reductase_activity"""
NP_877416,NDUFB6,"Chr_2	AUGUSTUS	gene	195251588	195259528	.	+	.	ID=Marm_12967;blast_id=""sp|O95139|NDUB6_HUMAN"";interproscan_id=""IPR019174"";eggnog_id=""NADH_dehydrogenase_(ubiquinone)_1_beta_subcomplex"""
NP_877419,TXNRD1,"Chr_2	AUGUSTUS	gene	49121744	49155674	.	-	.	ID=Marm_13734;blast_id=""sp|Q86VQ6|TRXR3_HUMAN"";interproscan_id=""IPR001100"";eggnog_id=""selenate_reductase_activity"""
NP_877420,TXNRD1,"Chr_2	AUGUSTUS	gene	49121744	49155674	.	-	.	ID=Marm_13734;blast_id=""sp|Q86VQ6|TRXR3_HUMAN"";interproscan_id=""IPR001100"";eggnog_id=""selenate_reductase_activity"""
NP_877495,MCL1,"Chr_19	AUGUSTUS	gene	2838938	2843887	.	-	.	ID=Marm_10529;blast_id=""sp|Q07820|MCL1_HUMAN"";interproscan_id=""IPR026298"";eggnog_id=""positive_regulation_of_oxidative_stress-induced_neuron_intrinsic_apoptotic_signaling_pathway"""
NP_878912,DHRS2,"Chr_3	AUGUSTUS	gene	170506519	170530024	.	-	.	ID=Marm_20429;blast_id=""sp|Q9BTZ2|DHRS4_HUMAN"";interproscan_id=""IPR029511"";eggnog_id=""Dehydrogenase_reductase_SDR_family_member"""
NP_886552,TRNT1,"Chr_2	AUGUSTUS	gene	41340723	41356976	.	+	.	ID=Marm_11516;blast_id=""sp|Q96Q11|TRNT1_HUMAN"";interproscan_id=""IPR043519"";eggnog_id=""Probable_RNA_and_SrmB-_binding_site_of_polymerase_A"""
NP_892005,PRELID2,"Chr_2	AUGUSTUS	gene	95335263	95401631	.	-	.	ID=Marm_14084;blast_id=""sp|Q8N945|PRLD2_HUMAN"";interproscan_id=""IPR006797"";eggnog_id=""phosphatidic_acid_transporter_activity"""
NP_892016,COX8C,"Chr_13	AUGUSTUS	gene	14831974	14836141	.	+	.	ID=Marm_06848;blast_id=""sp|A0A1B0GWB2|PRT1B_HUMAN"";interproscan_id=""IPR007593"";eggnog_id=""Interferon-induced_transmembrane_protein"""
NP_892022,NNT,"Chr_9	AUGUSTUS	gene	21800167	21848139	.	+	.	ID=Marm_28507;blast_id=""sp|Q13423|NNTM_HUMAN"";interproscan_id=""IPR026255"";eggnog_id=""NAD(P)+_transhydrogenase_(AB-specific)_activity"""
NP_898871,BCKDHB,"Chr_1	AUGUSTUS	gene	107122181	107153883	.	-	.	ID=Marm_02893;blast_id=""sp|P21953|ODBB_HUMAN"";interproscan_id=""IPR029061"";eggnog_id=""branched_chain_keto_acid_dehydrogenase_E1"""
NP_899634,PXMP4,"Chr_3	AUGUSTUS	gene	36423076	36429065	.	+	.	ID=Marm_16975;blast_id=""sp|Q9Y6I8|PXMP4_HUMAN"";interproscan_id=""IPR019531"";eggnog_id=""Tim17/Tim22/Tim23/Pmp24_family"""
NP_919255,ISCA2,"Chr_5	AUGUSTUS	gene	36368956	36379185	.	+	.	ID=Marm_22457;blast_id=""sp|Q86U28|ISCA2_HUMAN"";interproscan_id=""IPR035903"";eggnog_id=""protein_maturation_by_iron-sulfur_cluster_transfer"""
NP_919267,TMEM65,"Chr_6	AUGUSTUS	gene	92644822	92672175	.	-	.	ID=Marm_25418;blast_id=""sp|Q6PI78|TMM65_HUMAN"";interproscan_id=""IPR019537"";eggnog_id=""Transmembrane_protein_65"""
NP_919417,LDHD,"Chr_14	AUGUSTUS	gene	5376884	5385881	.	+	.	ID=Marm_07613;blast_id=""sp|Q86WU2|LDHD_HUMAN"";interproscan_id=""IPR004113"";eggnog_id=""Dehydrogenase"""
NP_919433,LIAS,"Chr_8	AUGUSTUS	gene	15608780	15620668	.	-	.	ID=Marm_27760;blast_id=""sp|O43766|LIAS_HUMAN"";interproscan_id=""IPR003698"";eggnog_id=""GO:0070283"""
NP_922946,C15orf48,"Chr_16	AUGUSTUS	gene	12472678	12478820	.	-	.	ID=Marm_09021;blast_id=""sp|Q9C002|NMES1_HUMAN"";interproscan_id=""IPR010530"";eggnog_id=""proton_transmembrane_transport"""
NP_932068,FMC1,"Chr_7	AUGUSTUS	gene	56938147	56939665	.	+	.	ID=Marm_25935;blast_id=""sp|Q96HJ9|FMC1_HUMAN"";interproscan_id=""IPR037667"";eggnog_id=""mitochondrial_proton-transporting_ATP_synthase_complex_assembly"""
NP_932070,BID,"Chr_7	AUGUSTUS	gene	76895180	76911133	.	-	.	ID=Marm_26846;blast_id=""sp|P55957|BID_HUMAN"";interproscan_id=""IPR036834"";eggnog_id=""positive_regulation_of_fibroblast_apoptotic_process"""
NP_932071,BID,"Chr_7	AUGUSTUS	gene	76895180	76911133	.	-	.	ID=Marm_26846;blast_id=""sp|P55957|BID_HUMAN"";interproscan_id=""IPR036834"";eggnog_id=""positive_regulation_of_fibroblast_apoptotic_process"""
NP_932155,NUDT9,"Chr_8	AUGUSTUS	gene	71288238	71298826	.	-	.	ID=Marm_28119;blast_id=""sp|Q9BW91|NUDT9_HUMAN"";interproscan_id=""IPR039989"";eggnog_id=""ADP_catabolic_process"""
NP_932158,NUDT6,"Chr_8	AUGUSTUS	gene	54688120	54709971	.	+	.	ID=Marm_27373;blast_id=""sp|P53370|NUDT6_HUMAN"";interproscan_id=""IPR003293"";eggnog_id=""Nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_6"""
NP_932164,HIBCH,"Chr_11	AUGUSTUS	gene	43252752	43299689	.	+	.	ID=Marm_05553;blast_id=""sp|Q6NVY1|HIBCH_HUMAN"";interproscan_id=""IPR032259"";eggnog_id=""3-hydroxyisobutyryl-CoA_hydrolase,_mitochondrial"""
NP_932342,COX20,"Chr_1	AUGUSTUS	gene	53138743	53143814	.	-	.	ID=Marm_02517;blast_id=""sp|Q5RI15|COX20_HUMAN"";interproscan_id=""IPR022533"";eggnog_id=""Cytochrome_c_oxidase_protein_20_homolog"""
NP_932346,MSRB3,"Chr_7	AUGUSTUS	gene	39645404	39714887	.	+	.	ID=Marm_25817;blast_id=""sp|Q8IXL7|MSRB3_HUMAN"";interproscan_id=""IPR028427"";eggnog_id=""reductase_B3"""
NP_937798,GATD3A,"Chr_1	AUGUSTUS	gene	220015414	220026051	.	-	.	ID=Marm_03576;blast_id=""sp|P0DPI2|GAL3A_HUMAN"";interproscan_id=""IPR029062"";eggnog_id=""ES1_protein_homolog,_mitochondrial"""
NP_937837,STOM,"Chr_20	AUGUSTUS	gene	7518738	7560524	.	-	.	ID=Marm_15429;blast_id=""sp|P27105|STOM_HUMAN"";interproscan_id=""IPR028515"";eggnog_id=""regulation_of_acid-sensing_ion_channel_activity"""
NP_940852,APOOL,"Chr_15	AUGUSTUS	gene	6966674	6987931	.	-	.	ID=Marm_08407;blast_id=""sp|Q6UXV4|MIC27_HUMAN"";interproscan_id=""IPR033182"";eggnog_id=""cristae_formation"""
NP_940938,TMEM205,"Chr_2	AUGUSTUS	gene	168217898	168227905	.	+	.	ID=Marm_12675;blast_id=""sp|Q6UW68|TM205_HUMAN"";interproscan_id=""IPR042623"";eggnog_id=""Domain_of_unknown_function_(DUF4149)"""
NP_940951,MIGA1,"Chr_3	AUGUSTUS	gene	79983375	80025337	.	-	.	ID=Marm_19298;blast_id=""sp|Q8NAN2|MIGA1_HUMAN"";interproscan_id=""IPR019392"";eggnog_id=""Family_with_sequence_similarity_73,_member_A"""
NP_942127,ACLY,"Chr_3	AUGUSTUS	gene	132396482	132448941	.	+	.	ID=Marm_17852;blast_id=""sp|P53396|ACLY_HUMAN"";interproscan_id=""IPR014608"";eggnog_id=""ATP_citrate_synthase_activity"""
NP_942131,ACACA,"Chr_17	AUGUSTUS	gene	18843577	18887686	.	+	.	ID=Marm_09392;blast_id=""sp|O00763|ACACB_HUMAN"";interproscan_id=""IPR013537"";eggnog_id=""malonyl-CoA_biosynthetic_process"""
NP_942133,ACACA,"Chr_17	AUGUSTUS	gene	18843577	18887686	.	+	.	ID=Marm_09392;blast_id=""sp|O00763|ACACB_HUMAN"";interproscan_id=""IPR013537"";eggnog_id=""malonyl-CoA_biosynthetic_process"""
NP_942134,ACACA,"Chr_17	AUGUSTUS	gene	18843577	18887686	.	+	.	ID=Marm_09392;blast_id=""sp|O00763|ACACB_HUMAN"";interproscan_id=""IPR013537"";eggnog_id=""malonyl-CoA_biosynthetic_process"""
NP_942135,ACACA,"Chr_17	AUGUSTUS	gene	18843577	18887686	.	+	.	ID=Marm_09392;blast_id=""sp|O00763|ACACB_HUMAN"";interproscan_id=""IPR013537"";eggnog_id=""malonyl-CoA_biosynthetic_process"""
NP_942136,ACACA,"Chr_17	AUGUSTUS	gene	18843577	18887686	.	+	.	ID=Marm_09392;blast_id=""sp|O00763|ACACB_HUMAN"";interproscan_id=""IPR013537"";eggnog_id=""malonyl-CoA_biosynthetic_process"""
NP_942584,MTX1,"Chr_19	AUGUSTUS	gene	11237627	11244682	.	+	.	ID=Marm_10403;blast_id=""sp|Q13505|MTX1_HUMAN"";interproscan_id=""IPR040079"";eggnog_id=""protein_targeting_to_mitochondrion"""
NP_945176,PTGES2,"Chr_20	AUGUSTUS	gene	2486838	2493118	.	-	.	ID=Marm_15352;blast_id=""sp|Q9H7Z7|PGES2_HUMAN"";interproscan_id=""IPR034334"";eggnog_id=""Prostaglandin_E_synthase_2"""
NP_950245,NSUN4,"Chr_3	AUGUSTUS	gene	67913301	67936422	.	+	.	ID=Marm_17308;blast_id=""sp|Q96CB9|NSUN4_HUMAN"";interproscan_id=""IPR001678"";eggnog_id=""rRNA_methylation"""
NP_951032,NDUFAF3,"Chr_2	AUGUSTUS	gene	25507408	25516427	.	-	.	ID=Marm_13592;blast_id=""sp|Q9BU61|NDUF3_HUMAN"";interproscan_id=""IPR007523"";eggnog_id=""mitochondrial_respiratory_chain_complex_I_assembly"""
NP_951033,NDUFAF3,"Chr_2	AUGUSTUS	gene	25507408	25516427	.	-	.	ID=Marm_13592;blast_id=""sp|Q9BU61|NDUF3_HUMAN"";interproscan_id=""IPR007523"";eggnog_id=""mitochondrial_respiratory_chain_complex_I_assembly"""
NP_951047,NDUFAF3,"Chr_2	AUGUSTUS	gene	25507408	25516427	.	-	.	ID=Marm_13592;blast_id=""sp|Q9BU61|NDUF3_HUMAN"";interproscan_id=""IPR007523"";eggnog_id=""mitochondrial_respiratory_chain_complex_I_assembly"""
NP_951056,NDUFAF3,"Chr_2	AUGUSTUS	gene	25507408	25516427	.	-	.	ID=Marm_13592;blast_id=""sp|Q9BU61|NDUF3_HUMAN"";interproscan_id=""IPR007523"";eggnog_id=""mitochondrial_respiratory_chain_complex_I_assembly"""
NP_954573,TBRG4,"Chr_10	AUGUSTUS	gene	1783456	1799899	.	-	.	ID=Marm_04730;blast_id=""sp|Q969Z0|FAKD4_HUMAN"";interproscan_id=""IPR013579"";eggnog_id=""mitochondrial_mRNA_processing"""
NP_954584,ATPSCKMT,"Chr_6	AUGUSTUS	gene	6274617	6293786	.	-	.	ID=Marm_24804;blast_id=""sp|Q6P4H8|ACKMT_HUMAN"";interproscan_id=""IPR026170"";eggnog_id=""positive_regulation_of_sensory_perception_of_pain"""
NP_954635,ALAS1,"Chr_2	AUGUSTUS	gene	65421494	65430405	.	+	.	ID=Marm_11687;blast_id=""sp|P13196|HEM1_HUMAN"";interproscan_id=""IPR010961"";eggnog_id=""synthase"""
NP_954646,MRRF,"Chr_20	AUGUSTUS	gene	1239540	1253134	.	+	.	ID=Marm_15142;blast_id=""sp|Q96E11|RRFM_HUMAN"";interproscan_id=""IPR002661"";eggnog_id=""ribosomal_large_subunit_binding"""
NP_954697,METAP1D,"Chr_11	AUGUSTUS	gene	50509697	50548751	.	-	.	ID=Marm_06014;blast_id=""sp|Q6UB28|MAP12_HUMAN"";interproscan_id=""IPR036005"";eggnog_id=""1D_(mitochondrial)"""
NP_955399,SPG7,"Chr_14	AUGUSTUS	gene	24079009	24100499	.	+	.	ID=Marm_07798;blast_id=""sp|Q9UQ90|SPG7_HUMAN"";interproscan_id=""IPR005936"";eggnog_id=""Peptidase_family_M41"""
NP_955452,POLQ,"Chr_2	AUGUSTUS	gene	176166948	176218236	.	-	.	ID=Marm_14869;blast_id=""sp|O75417|DPOLQ_HUMAN"";interproscan_id=""IPR002298"";eggnog_id=""double-strand_break_repair_via_alternative_nonhomologous_end_joining"""
NP_955472,HSPD1,"Chr_11	AUGUSTUS	gene	43998365	44007222	.	-	.	ID=Marm_05967;blast_id=""sp|P10809|CH60_HUMAN"";interproscan_id=""IPR001844"";eggnog_id=""isotype_switching_to_IgG_isotypes"""
NP_955777,RAB5IF,"Chr_3	AUGUSTUS	gene	34683844	34692943	.	+	.	ID=Marm_16964;blast_id=""sp|Q9BUV8|RCAF1_HUMAN"";interproscan_id=""IPR010742"";eggnog_id=""Rab5-interacting_protein_(Rab5ip)"""
NP_955781,UQCC1,"Chr_3	AUGUSTUS	gene	39126706	39172841	.	+	.	ID=Marm_17005;blast_id=""sp|Q9NVA1|UQCC1_HUMAN"";interproscan_id=""IPR007129"";eggnog_id=""Ubiquinol-cytochrome_c_reductase_complex"""
NP_957715,WARS2,"Chr_2	AUGUSTUS	gene	179619055	179651632	.	+	.	ID=Marm_12816;blast_id=""sp|Q9UGM6|SYWM_HUMAN"";interproscan_id=""IPR024109"";eggnog_id=""tryptophan-tRNA_ligase_activity"""
NP_958799,GPX1,"Chr_2	AUGUSTUS	gene	71986129	71990360	.	+	.	ID=Marm_11750;blast_id=""sp|P07203|GPX1_HUMAN"";interproscan_id=""IPR036249"";eggnog_id=""glutathione_peroxidase_activity"""
NP_958800,FLAD1,"Chr_19	AUGUSTUS	gene	10747784	10755682	.	+	.	ID=Marm_10387;blast_id=""sp|Q8NFF5|FAD1_HUMAN"";interproscan_id=""IPR012183"";eggnog_id=""Catalyzes_the_adenylation_of_flavin_mononucleotide_(FMN)_to_form_flavin_adenine_dinucleotide_(FAD)_coenzyme"""
NP_958928,SLC25A35,"Chr_3	AUGUSTUS	gene	165608017	165657918	.	+	.	ID=Marm_18412;blast_id=""sp|Q00341|VIGLN_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""K_homology_RNA-binding_domain"""
NP_964011,GLYAT,"Chr_5	AUGUSTUS	gene	107654425	107663972	.	-	.	ID=Marm_23877;blast_id=""sp|Q5SZD4|GLYL3_HUMAN"";interproscan_id=""IPR010313"";eggnog_id=""Glycine_N-acyltransferase-like_protein_3"""
NP_973729,ACSM3,"Chr_18	AUGUSTUS	gene	13108073	13142460	.	+	.	ID=Marm_09842;blast_id=""sp|P0C7M7|ACSM4_HUMAN"";interproscan_id=""IPR042099"";eggnog_id=""Acyl-coenzyme_A_synthetase_ACSM4,_mitochondrial-like"""
NP_976043,CHCHD1,"Chr_4	AUGUSTUS	gene	4044425	4053084	.	+	.	ID=Marm_20581;blast_id=""sp|Q96BP2|CHCH1_HUMAN"";interproscan_id=""IPR033620"";eggnog_id=""mitochondrial_translation"""
NP_976059,BDH1,"Chr_4	AUGUSTUS	gene	116653732	116668879	.	+	.	ID=Marm_21334;blast_id=""sp|Q02338|BDH_HUMAN"";interproscan_id=""IPR036291"";eggnog_id=""3-hydroxybutyrate_dehydrogenase_activity"""
NP_976060,BDH1,"Chr_4	AUGUSTUS	gene	116653732	116668879	.	+	.	ID=Marm_21334;blast_id=""sp|Q02338|BDH_HUMAN"";interproscan_id=""IPR036291"";eggnog_id=""3-hydroxybutyrate_dehydrogenase_activity"""
NP_976316,AMACR,"Chr_9	AUGUSTUS	gene	17914997	17923559	.	-	.	ID=Marm_29096;blast_id=""sp|Q9UHK6|AMACR_HUMAN"";interproscan_id=""IPR023606"";eggnog_id=""alpha-methylacyl-CoA_racemase"""
NP_982289,AK4,"Chr_3	AUGUSTUS	gene	85838741	85882629	.	-	.	ID=Marm_19351;blast_id=""sp|P27144|KAD4_HUMAN"";interproscan_id=""IPR000850"";eggnog_id=""Involved_in_maintaining_the_homeostasis_of_cellular_nucleotides_by_catalyzing_the_interconversion_of_nucleoside_phosphates._Efficiently_phosphorylates_AMP_and_dAMP_using_ATP_as_phosphate_donor,_but_phosphorylates_only_AMP_when_using_GTP_as_phosphate_donor._Also_displays_broad_nucleoside_diphosphate_kinase_activity"""
NP_991330,MICOS13,"Chr_23	AUGUSTUS	gene	5393784	5399666	.	-	.	ID=Marm_16612;blast_id=""sp|Q5XKP0|MIC13_HUMAN"";interproscan_id=""IPR026769"";eggnog_id=""Component_of_the_MICOS_complex,_a_large_protein_complex_of_the_mitochondrial_inner_membrane_that_plays_crucial_roles_in_the_maintenance_of_crista_junctions,_inner_membrane_architecture,_and_formation_of_contact_sites_to_the_outer_membrane"""
NP_995318,PRELID2,"Chr_2	AUGUSTUS	gene	95335263	95401631	.	-	.	ID=Marm_14084;blast_id=""sp|Q8N945|PRLD2_HUMAN"";interproscan_id=""IPR006797"";eggnog_id=""phosphatidic_acid_transporter_activity"""
NP_996531,CLYBL,"Chr_1	AUGUSTUS	gene	184260897	184382647	.	+	.	ID=Marm_01381;blast_id=""sp|Q8N0X4|CLYBL_HUMAN"";interproscan_id=""IPR040186"";eggnog_id=""Citrate_lyase_subunit_beta-like_protein"""
NP_996667,ECI2,"Chr_6	AUGUSTUS	gene	25945127	26022962	.	-	.	ID=Marm_24936;blast_id=""sp|O75521|ECI2_HUMAN"";interproscan_id=""IPR001753"";eggnog_id=""enoyl-CoA_delta_isomerase_2"""
NP_996885,BCL2L11,"Chr_1	AUGUSTUS	gene	18650665	18676824	.	+	.	ID=Marm_00205;blast_id=""sp|O43521|B2L11_HUMAN"";interproscan_id=""IPR015040"";eggnog_id=""positive_regulation_of_apoptotic_process_by_virus"""
NP_996886,BCL2L11,"Chr_1	AUGUSTUS	gene	18650665	18676824	.	+	.	ID=Marm_00205;blast_id=""sp|O43521|B2L11_HUMAN"";interproscan_id=""IPR015040"";eggnog_id=""positive_regulation_of_apoptotic_process_by_virus"""
NP_997000,SLC25A47,"Chr_5	AUGUSTUS	gene	18401837	18408984	.	+	.	ID=Marm_22344;blast_id=""sp|Q8N8R3|MCATL_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""mitochondrial_L-ornithine_transmembrane_transport"""
NP_997198,CMPK2,"Chr_1	AUGUSTUS	gene	126442639	126451613	.	-	.	ID=Marm_03004;blast_id=""sp|Q5EBM0|CMPK2_HUMAN"";interproscan_id=""IPR014505"";eggnog_id=""UMP_kinase_activity"""
NP_997211,GPAT2,"Chr_12	AUGUSTUS	gene	2151228	2196855	.	+	.	ID=Marm_06131;blast_id=""sp|Q6NUI2|GPAT2_HUMAN"";interproscan_id=""IPR022284"";eggnog_id=""piRNA_biosynthetic_process"""
NP_997227,SPRYD4,"Chr_2	AUGUSTUS	gene	148340818	148343764	.	-	.	ID=Marm_14528;blast_id=""sp|Q8WW59|SPRY4_HUMAN"";interproscan_id=""IPR001870"";eggnog_id=""SPRY_domain_containing_4"""
NP_997231,SLC25A34,"Chr_22	AUGUSTUS	gene	11319457	11325021	.	-	.	ID=Marm_16277;blast_id=""sp|Q6PIV7|S2534_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""mitochondrial_transport"""
NP_997260,TOMM20L,"Chr_5	AUGUSTUS	gene	7387531	7394993	.	+	.	ID=Marm_22249;blast_id=""sp|Q6UXN7|TO20L_HUMAN"";interproscan_id=""IPR002056"";eggnog_id=""Translocase_of_outer_mitochondrial_membrane_20"""
NP_997401,PRKACA,"Chr_14	AUGUSTUS	gene	8123330	8145252	.	-	.	ID=Marm_07923;blast_id=""sp|P11801|KPSH1_HUMAN"";interproscan_id=""IPR000719"";eggnog_id=""kinase_H1"""
NP_997717,BOLA3,"Chr_12	AUGUSTUS	gene	736867	739962	.	+	.	ID=Marm_06109;blast_id=""sp|Q53S33|BOLA3_HUMAN"";interproscan_id=""IPR036065"";eggnog_id=""BolA-like_protein"""
NP_998760,ISCU,"Chr_17	AUGUSTUS	gene	18647928	18649758	.	+	.	ID=Marm_09388;blast_id=""sp|Q9H1K1|ISCU_HUMAN"";interproscan_id=""IPR002871"";eggnog_id=""Scaffold_protein_for_the_de_novo_synthesis_of_iron-_sulfur_(Fe-S)_clusters_within_mitochondria,_which_is_required_for_maturation_of_both_mitochondrial_and_cytoplasmic_2Fe-2S_and_4Fe-4S_proteins"""
NP_998776,SLC25A3,"Chr_3	AUGUSTUS	gene	92988458	92989657	.	+	.	ID=Marm_17493;blast_id=""sp|Q00325|MPCP_HUMAN"";interproscan_id=""IPR044677"";eggnog_id=""Belongs_to_the_mitochondrial_carrier_(TC_2.A.29)_family"""
NP_998814,SFXN4,"Chr_4	AUGUSTUS	gene	48597609	48611838	.	+	.	ID=Marm_20870;blast_id=""sp|Q6P4A7|SFXN4_HUMAN"";interproscan_id=""IPR028825"";eggnog_id=""Tricarboxylate_carrier"""
NP_998816,SLC25A24,"Chr_3	AUGUSTUS	gene	103212583	103233356	.	-	.	ID=Marm_19466;blast_id=""sp|Q6NUK1|SCMC1_HUMAN"";interproscan_id=""IPR023395"";eggnog_id=""Belongs_to_the_mitochondrial_carrier_(TC_2.A.29)_family"""
NP_998885,CHCHD10,"Chr_17	AUGUSTUS	gene	3186551	3190045	.	+	.	ID=Marm_09176;blast_id=""sp|Q8WYQ3|CHC10_HUMAN"";interproscan_id=""IPR010625"";eggnog_id=""Coiled-coil-helix-coiled-coil-helix_domain-containing_protein_10,_mitochondrial"""
RP11_469A15,,"Chr_1	AUGUSTUS	gene	193363165	193395343	.	-	.	ID=Marm_03415;blast_id=""sp|P82933|RT09_HUMAN"";interproscan_id=""IPR000754"";eggnog_id=""maturation_of_SSU-rRNA_from_tricistronic_rRNA_transcript_(SSU-rRNA,_5.8S_rRNA,_LSU-rRNA)"""
YP_003024038,MT-CYB,not found by blast
NP_001188,BIK,not found by blast
NP_004536,NDUFB1,not found by blast
YP_003024026,MT-ND1,not found by blast
NP_000627,SOD2,not found by blast
NP_000745,COMT,not found by blast
NP_001003713,ATP5MF,not found by blast
NP_001003714,ATP5MF,not found by blast
NP_001006114,YBEY,not found by blast
NP_001010875,SLC25A30,not found by blast
